id,severity,Sector,source_date,slocation_3_name,slocation_3_code,slocation_4_name,slocation_4_code
479,3,WASH,2015-05-05T22:00:00.000Z,Rasuwa,C-BAG-29,Chilime,C-BAG-29-003
479,3,Health,2015-05-05T22:00:00.000Z,Rasuwa,C-BAG-29,Chilime,C-BAG-29-003
478,3,Shelter,2015-05-05T22:00:00.000Z,Rasuwa,C-BAG-29,Chilime,C-BAG-29-003
477,2,Food security,2015-05-05T22:00:00.000Z,Rasuwa,C-BAG-29,Chilime,C-BAG-29-003
477,2,Shelter,2015-05-05T22:00:00.000Z,Rasuwa,C-BAG-29,Chilime,C-BAG-29-003
476,4,Health,2015-04-30T22:00:00.000Z,Sindhuli,C-JAN-20,Bhimeshwar,C-JAN-20-009
476,4,Humanitarian access,2015-04-30T22:00:00.000Z,Sindhuli,C-JAN-20,Bhimeshwar,C-JAN-20-009
475,2,Shelter,2015-04-30T22:00:00.000Z,Nuwakot,C-BAG-28,Bidur Municipality,C-BAG-28-008
475,2,Health,2015-04-30T22:00:00.000Z,Nuwakot,C-BAG-28,Bidur Municipality,C-BAG-28-008
475,2,Health,2015-04-30T22:00:00.000Z,Nuwakot,C-BAG-28,Bidur Municipality,C-BAG-28-008
474,4,Shelter,2015-05-05T22:00:00.000Z,Dolakha,C-JAN-22,,
473,3,WASH,2015-05-05T22:00:00.000Z,Sindhuli,C-JAN-20,,
473,3,Health,2015-05-05T22:00:00.000Z,Sindhuli,C-JAN-20,,
472,4,WASH,2015-04-30T22:00:00.000Z,Dhading,C-BAG-30,Katunje,C-BAG-30-021
472,4,WASH,2015-04-30T22:00:00.000Z,Dhading,C-BAG-30,Katunje,C-BAG-30-021
472,4,Humanitarian access,2015-04-30T22:00:00.000Z,Dhading,C-BAG-30,Katunje,C-BAG-30-021
472,4,Shelter,2015-04-30T22:00:00.000Z,Dhading,C-BAG-30,Katunje,C-BAG-30-021
472,4,Health,2015-04-30T22:00:00.000Z,Dhading,C-BAG-30,Katunje,C-BAG-30-021
472,4,WASH,2015-04-30T22:00:00.000Z,Dhading,C-BAG-30,Katunje,C-BAG-30-021
472,4,WASH,2015-04-30T22:00:00.000Z,Dhading,C-BAG-30,Katunje,C-BAG-30-021
472,4,Humanitarian access,2015-04-30T22:00:00.000Z,Dhading,C-BAG-30,Katunje,C-BAG-30-021
472,4,Shelter,2015-04-30T22:00:00.000Z,Dhading,C-BAG-30,Katunje,C-BAG-30-021
472,4,Health,2015-04-30T22:00:00.000Z,Dhading,C-BAG-30,Katunje,C-BAG-30-021
470,2,WASH,2015-04-29T22:00:00.000Z,Dhading,C-BAG-30,Nilkanth,C-BAG-30-035
470,2,Shelter,2015-04-29T22:00:00.000Z,Dhading,C-BAG-30,Nilkanth,C-BAG-30-035
470,2,NFI,2015-04-29T22:00:00.000Z,Dhading,C-BAG-30,Nilkanth,C-BAG-30-035
470,2,Health,2015-04-29T22:00:00.000Z,Dhading,C-BAG-30,Nilkanth,C-BAG-30-035
470,2,Humanitarian access,2015-04-29T22:00:00.000Z,Dhading,C-BAG-30,Nilkanth,C-BAG-30-035
469,3,WASH,2015-04-25T22:00:00.000Z,Sindhupalchok,C-BAG-23,Chautara,C-BAG-23-014
469,3,Humanitarian access,2015-04-25T22:00:00.000Z,Sindhupalchok,C-BAG-23,Chautara,C-BAG-23-014
469,3,NFI,2015-04-25T22:00:00.000Z,Sindhupalchok,C-BAG-23,Chautara,C-BAG-23-014
469,3,Health,2015-04-25T22:00:00.000Z,Sindhupalchok,C-BAG-23,Chautara,C-BAG-23-014
469,3,Shelter,2015-04-25T22:00:00.000Z,Sindhupalchok,C-BAG-23,Chautara,C-BAG-23-014
468,4,WASH,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Food security,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Shelter,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Humanitarian access,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,WASH,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Food security,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Shelter,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Humanitarian access,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,WASH,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Food security,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Shelter,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Humanitarian access,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,WASH,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Food security,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Shelter,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Humanitarian access,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,WASH,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Food security,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Shelter,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Humanitarian access,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,WASH,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Food security,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Shelter,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Humanitarian access,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,WASH,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Food security,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Shelter,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Humanitarian access,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,WASH,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Food security,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Shelter,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Humanitarian access,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
468,4,Health,2015-04-28T22:00:00.000Z,Dhading,C-BAG-30,Dhol,C-BAG-30-010
467,5,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
467,5,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
467,5,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
467,5,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
467,5,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
467,5,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
466,5,Food security,2015-05-04T22:00:00.000Z,,,,
466,5,Shelter,2015-05-04T22:00:00.000Z,,,,
466,5,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
466,5,WASH,2015-05-04T22:00:00.000Z,,,,
466,5,Food security,2015-05-04T22:00:00.000Z,,,,
466,5,Shelter,2015-05-04T22:00:00.000Z,,,,
466,5,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
466,5,WASH,2015-05-04T22:00:00.000Z,,,,
466,5,Food security,2015-05-04T22:00:00.000Z,,,,
466,5,Shelter,2015-05-04T22:00:00.000Z,,,,
466,5,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
466,5,WASH,2015-05-04T22:00:00.000Z,,,,
466,5,Food security,2015-05-04T22:00:00.000Z,,,,
466,5,Shelter,2015-05-04T22:00:00.000Z,,,,
466,5,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
466,5,WASH,2015-05-04T22:00:00.000Z,,,,
466,5,Food security,2015-05-04T22:00:00.000Z,,,,
466,5,Shelter,2015-05-04T22:00:00.000Z,,,,
466,5,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
466,5,WASH,2015-05-04T22:00:00.000Z,,,,
466,5,Food security,2015-05-04T22:00:00.000Z,,,,
466,5,Shelter,2015-05-04T22:00:00.000Z,,,,
466,5,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
466,5,WASH,2015-05-04T22:00:00.000Z,,,,
465,4,Education,2015-05-04T22:00:00.000Z,Lalitpur,C-BAG-25,,
465,4,Education,2015-05-04T22:00:00.000Z,Lalitpur,C-BAG-25,,
465,4,Education,2015-05-04T22:00:00.000Z,Bhaktapur,C-BAG-26,,
465,4,Education,2015-05-04T22:00:00.000Z,Bhaktapur,C-BAG-26,,
465,4,Education,2015-05-04T22:00:00.000Z,Kathmandu,C-BAG-27,,
465,4,Education,2015-05-04T22:00:00.000Z,Kathmandu,C-BAG-27,,
464,5,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
464,5,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
463,5,Shelter,2015-05-04T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
463,5,Food security,2015-05-04T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
463,5,Shelter,2015-05-04T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
463,5,Food security,2015-05-04T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
462,5,Food security,2015-05-04T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
462,5,Shelter,2015-05-04T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
462,5,Food security,2015-05-04T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
462,5,Shelter,2015-05-04T22:00:00.000Z,Sindhupalchok,C-BAG-23,,
461,3,Protection,2015-05-04T22:00:00.000Z,,,,
461,3,Protection,2015-05-04T22:00:00.000Z,,,,
461,3,Protection,2015-05-04T22:00:00.000Z,,,,
461,3,Protection,2015-05-04T22:00:00.000Z,,,,
460,3,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
460,3,Protection,2015-05-04T22:00:00.000Z,,,,
460,3,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
460,3,Protection,2015-05-04T22:00:00.000Z,,,,
460,3,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
460,3,Protection,2015-05-04T22:00:00.000Z,,,,
460,3,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
460,3,Protection,2015-05-04T22:00:00.000Z,,,,
460,3,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
460,3,Protection,2015-05-04T22:00:00.000Z,,,,
460,3,Humanitarian access,2015-05-04T22:00:00.000Z,,,,
460,3,Protection,2015-05-04T22:00:00.000Z,,,,
